Date,Open,High,Low,Close,Adj Close,Volume
2019-09-19 00:00:00-04:00,45.75649642944336,46.076900220900015,45.619180934546186,45.75649642944336,45.75649642944336,7651700
2019-09-20 00:00:00-04:00,45.977727171207974,46.06164251902608,45.74886898357935,45.992984771728516,45.992984771728516,21019900
2019-09-23 00:00:00-04:00,45.87092593943159,46.29812710490999,45.71835284743658,45.93195343017578,45.93195343017578,8437000
2019-09-24 00:00:00-04:00,46.19132757885222,46.53461631400627,46.084527285713115,46.16081237792969,46.16081237792969,12846300
2019-09-25 00:00:00-04:00,46.214218253804795,46.27524574928299,45.855671896317,45.97772979736328,45.97772979736328,8088100
2019-09-26 00:00:00-04:00,45.87855225310544,46.28286846422664,45.82515210862112,46.1074104309082,46.1074104309082,7438800
2019-09-27 00:00:00-04:00,46.19896773406435,46.3057680500896,45.787021163603804,46.0006217956543,46.0006217956543,7799000
2019-09-30 00:00:00-04:00,46.14556731679237,46.45834091629064,46.02350939772209,46.04639434814453,46.04639434814453,9709400
2019-10-01 00:00:00-04:00,46.07691020495176,46.0997951556968,45.626821076393504,45.65733337402344,45.65733337402344,8381600
2019-10-02 00:00:00-04:00,45.54289728349955,45.55815488453662,44.79529229322202,44.94023513793945,44.94023513793945,12011700
2019-10-03 00:00:00-04:00,45.00889410817696,45.10043680679214,44.497777554978114,45.01652145385742,45.01652145385742,9769300
2019-10-04 00:00:00-04:00,44.98600648285495,45.75649639466817,44.97837622753882,45.69546890258789,45.69546890258789,9824900
2019-10-07 00:00:00-04:00,45.71073254457911,46.221852077531565,45.69547785113902,45.96247863769531,45.96247863769531,13744600
2019-10-08 00:00:00-04:00,45.86330219170805,45.91670234496966,45.23012769871034,45.55815887451172,45.55815887451172,13832800
2019-10-09 00:00:00-04:00,45.785537650630765,45.82407707642423,45.423260579358804,45.646793365478516,45.646793365478516,10609200
2019-10-10 00:00:00-04:00,45.67762264787088,46.26343249892679,45.63137651356677,46.116981506347656,46.116981506347656,11832100
2019-10-11 00:00:00-04:00,46.24802088312819,46.54092583869159,46.163232374383256,46.19406509399414,46.19406509399414,11349000
2019-10-14 00:00:00-04:00,46.194066614932034,46.23260604552955,45.908871300066295,45.939701080322266,45.939701080322266,6876100
2019-10-15 00:00:00-04:00,46.00136346629775,46.77987049799376,45.93969802914129,46.671958923339844,46.671958923339844,11679200
2019-10-16 00:00:00-04:00,46.35593257385393,46.56404902117728,46.20948156590193,46.471553802490234,46.471553802490234,9298100
2019-10-17 00:00:00-04:00,46.42531207629301,46.57947275876902,46.371356278481976,46.564056396484375,46.564056396484375,7323700
2019-10-18 00:00:00-04:00,46.51780076026857,47.25006169365486,46.48697098041034,47.0573616027832,47.0573616027832,12339700
2019-10-21 00:00:00-04:00,47.02653674759117,47.19611379683785,46.75675775139921,46.82612991333008,46.82612991333008,10882300
2019-10-22 00:00:00-04:00,47.1961087733589,47.1961087733589,46.641131536982876,46.8415412902832,46.8415412902832,9603600
2019-10-23 00:00:00-04:00,46.71050444855649,47.265481693926915,46.671965015488055,46.92633056640625,46.92633056640625,10375600
2019-10-24 00:00:00-04:00,46.92632695384056,47.03423853427286,46.56404984207207,46.69508743286133,46.69508743286133,11143800
2019-10-25 00:00:00-04:00,46.71049063166808,46.92631668567684,45.63907883128785,46.533206939697266,46.533206939697266,15036400
2019-10-28 00:00:00-04:00,46.59488097024859,46.75674833536637,46.27885294962201,46.38676452636719,46.38676452636719,14621400
2019-10-29 00:00:00-04:00,46.33280771821937,46.49467507977448,46.30197499972224,46.39447021484375,46.39447021484375,10619900
