Date,Open,High,Low,Close,Adj Close,Volume
2019-09-19 00:00:00-04:00,7.43979182387479,7.455773793831744,7.271976947784424,7.271976947784424,7.271976947784424,28780700
2019-09-20 00:00:00-04:00,7.295950963497037,7.431801150231381,7.27996822995244,7.327915668487549,7.327915668487549,37491300
2019-09-23 00:00:00-04:00,7.295951016161961,7.375862398165729,7.255994944110733,7.319924354553223,7.319924354553223,22051100
2019-09-24 00:00:00-04:00,7.343896228905146,7.375860927754082,7.232020163983139,7.279966831207275,7.279966831207275,33092500
2019-09-25 00:00:00-04:00,7.271977750648748,7.375862472084886,7.263986383738677,7.351889133453369,7.351889133453369,20510300
2019-09-26 00:00:00-04:00,7.375861735395868,7.375861735395868,7.248002925999848,7.30394172668457,7.30394172668457,26556300
2019-09-27 00:00:00-04:00,7.303942234660403,7.671536718288797,7.240012825516219,7.25599479675293,7.25599479675293,32459500
2019-09-30 00:00:00-04:00,7.279968282501995,7.359880426604451,7.271977677770699,7.319924354553223,7.319924354553223,21510000
2019-10-01 00:00:00-04:00,7.343897345704882,7.383853415866876,7.088179716025954,7.112153053283691,7.112153053283691,39559500
2019-10-02 00:00:00-04:00,7.072197258198782,7.080187862001994,6.744558115111968,6.88040828704834,6.88040828704834,68137000
2019-10-03 00:00:00-04:00,6.832462601904292,6.960321426391602,6.752550455550369,6.960321426391602,6.960321426391602,40827900
2019-10-04 00:00:00-04:00,6.968311967565722,7.000276669899108,6.9203645330163335,6.9842939376831055,6.9842939376831055,27827400
2019-10-07 00:00:00-04:00,6.95232897727559,7.024249745380626,6.880408209170554,6.936347007751465,6.936347007751465,29340400
2019-10-08 00:00:00-04:00,6.912372296164361,6.920363661265698,6.792504868038386,6.824469566345215,6.824469566345215,31091200
2019-10-09 00:00:00-04:00,6.880408454170533,6.904382552458283,6.840453147888184,6.840453147888184,6.840453147888184,16898500
2019-10-10 00:00:00-04:00,6.85643632358855,6.912374371898646,6.80848964277954,6.888401031494141,6.888401031494141,28069600
2019-10-11 00:00:00-04:00,6.976303595949182,7.088180451592917,6.976303595949182,7.016259670257568,7.016259670257568,34175700
2019-10-14 00:00:00-04:00,7.048223972320557,7.064206705965097,7.00027729558431,7.048223972320557,7.048223972320557,24794500
2019-10-15 00:00:00-04:00,7.0642061559711244,7.271977104581716,7.016258720869208,7.248003005981445,7.248003005981445,29771700
2019-10-16 00:00:00-04:00,7.279967708683181,7.3438971140866505,7.240012401879981,7.248003005981445,7.248003005981445,27190300
2019-10-17 00:00:00-04:00,7.287958196444143,7.303940926917878,7.216037433509404,7.279966831207275,7.279966831207275,28361200
2019-10-18 00:00:00-04:00,7.263986008890372,7.447782865745235,7.263986008890372,7.42380952835083,7.42380952835083,42422900
2019-10-21 00:00:00-04:00,7.4644207492750025,7.505032553217377,7.318219339530484,7.334463596343994,7.334463596343994,33610200
2019-10-22 00:00:00-04:00,7.318218877312748,7.423809251051551,7.27760707593541,7.366952419281006,7.366952419281006,35878500
2019-10-23 00:00:00-04:00,7.318220177652645,7.480666637420654,7.285730885699043,7.480666637420654,7.480666637420654,44770400
2019-10-24 00:00:00-04:00,7.204506238668249,7.220751269625824,6.94459194019273,6.985203742980957,6.985203742980957,120395200
2019-10-25 00:00:00-04:00,7.042059839300822,7.107038414262767,7.001448036298178,7.082671642303467,7.082671642303467,51373600
2019-10-28 00:00:00-04:00,7.115161607750779,7.115161607750779,6.968959412852707,6.993326187133789,6.993326187133789,39635300
2019-10-29 00:00:00-04:00,6.977080291739418,7.074548140595396,6.977080291739418,7.0176920890808105,7.0176920890808105,36771800
2019-10-30 00:00:00-04:00,7.017693162002024,7.017693162002024,6.920225298244378,6.936469554901123,6.936469554901123,28685300
2019-10-31 00:00:00-04:00,6.968958783266302,6.985203814389949,6.903980207983153,6.977081298828125,6.977081298828125,29124100
2019-11-01 00:00:00-04:00,7.017693045769657,7.253240572934081,7.017693045769657,7.2207512855529785,7.2207512855529785,55354900
